model,prompt_id,category,prompt_text,expected_keywords,run_index,cpu_before_percent,memory_before_mb,swap_before_mb,error,ttft_ms,total_ms,tokens_per_sec,eval_count,prompt_eval_count,done_reason,response_chars,cpu_after_percent,memory_after_mb,swap_after_mb,swap_delta_mb,memory_percent,keyword_coverage,response_text,hailo_timestamp,hailo_datetime,hailo_error,hailo_ts0_temp_c,hailo_ts1_temp_c,hailo_temp_c,hailo_cpu_utilization,hailo_nnc_utilization,hailo_dsp_utilization,hailo_ram_total_mb,hailo_ram_used_mb,hailo_ram_percent,hailo_ddr_noc_total_transactions
qwen2.5-coder:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",1,0.0,246.5,2.0,,324.38,2018.94,8.262,14,0,stop,19,0.1,246.56,2.0,0.0,35.5,1.0,人物=1、バックパック=1、椅子=1。,1783426334.2433076,2026-07-07T21:12:14.243310,,43.99300003051758,43.891998291015625,43.9424991607666,0.0,100.0,-1,7221.88671875,2066.71484375,28.61738108386886,-1
qwen2.5-coder:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",2,0.0,246.56,2.0,,377.12,2018.05,8.532,14,0,stop,19,0.1,246.38,2.0,0.0,35.5,1.0,人物=1、バックパック=1、椅子=1。,1783426336.45978,2026-07-07T21:12:16.459781,,43.840999603271484,43.79100036621094,43.81599998474121,9.523809432983398,88.0,-1,7221.88671875,2066.50390625,28.614460275107735,-1
qwen2.5-coder:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",3,0.0,246.38,2.0,,324.53,2018.74,8.263,14,0,stop,19,0.0,246.33,2.0,0.0,35.5,1.0,人物=1、バックパック=1、椅子=1。,1783426338.6760907,2026-07-07T21:12:18.676092,,43.891998291015625,43.79100036621094,43.84149932861328,2.5641026496887207,88.0,-1,7221.88671875,2066.65234375,28.616515659050744,-1
qwen2.5-coder:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",1,0.0,246.33,2.0,,632.56,4984.58,8.272,36,0,stop,59,0.1,246.59,2.0,0.0,35.5,1.0,"部屋の確認担当者へ、以下の報告文を送ってください。

「部屋に1つの人物、1つのバックパック、1つの椅子があります。」",1783426343.1109707,2026-07-07T21:12:23.110972,,43.79100036621094,43.68899917602539,43.739999771118164,5.0,84.0,-1,7221.88671875,2066.6171875,28.616028857590557,-1
qwen2.5-coder:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",2,0.0,246.59,2.0,,631.94,4989.3,8.262,36,0,stop,59,0.3,246.58,2.0,0.0,35.5,1.0,"部屋の確認担当者へ、以下の報告文を送ってください。

「部屋に1つの人物、1つのバックパック、1つの椅子があります。」",1783426348.6523645,2026-07-07T21:12:28.652366,,43.840999603271484,43.840999603271484,43.840999603271484,2.5641026496887207,84.0,-1,7221.88671875,2066.640625,28.616353391897352,-1
qwen2.5-coder:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",3,0.0,246.58,2.0,,631.18,4983.77,8.271,36,0,stop,59,0.1,246.64,2.0,0.0,35.5,1.0,"部屋の確認担当者へ、以下の報告文を送ってください。

「部屋に1つの人物、1つのバックパック、1つの椅子があります。」",1783426353.0860815,2026-07-07T21:12:33.086083,,43.94200134277344,43.7400016784668,43.84100151062012,0.0,84.0,-1,7221.88671875,2066.640625,28.616353391897352,-1
qwen2.5:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",1,5.2,282.59,4.0,,377.07,17775.22,7.357,128,0,length,187,0.2,266.67,4.0,0.0,37.4,1.0,"低遅延：AI（人工知能）の能力が向上し、より迅速で効率的なデータ処理を可能にします。これに伴い、ユーザーとシステムの間の距離が短く、レスポンスが速くなる。

プライバシーライア：AI技術の発展は、個人の情報やデータの保護をᐈ保障するためのᐈ新しい方法を提供します。これには、個人のデータのセキュリティとプライバシーアップが含まれます。

オフライン性：AI（人工知能）の能力",1783426400.7918086,2026-07-07T21:13:20.791810,,43.183998107910156,43.082000732421875,43.132999420166016,2.5,84.61538696289062,-1,7221.88671875,2749.54296875,38.07236357794746,-1
qwen2.5:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",2,0.0,266.67,4.0,,376.36,17772.21,7.358,128,0,length,187,0.1,267.66,4.0,0.0,37.5,1.0,"低遅延：AI（人工知能）の能力が向上し、より迅速で効率的なデータ処理を可能にします。これに伴い、ユーザーとシステムの間の距離が短く、レスポンスが速くなる。

プライバシーライア：AI技術の発展は、個人の情報やデータの保護をᐈ保障するためのᐈ新しい方法を提供します。これには、個人のデータのセキュリティとプライバシーアップが含まれます。

オフライン性：AI（人工知能）の能力",1783426418.5288513,2026-07-07T21:13:38.528853,,43.4370002746582,43.4370002746582,43.4370002746582,7.317072868347168,84.0,-1,7221.88671875,2749.7890625,38.07577118816878,-1
qwen2.5:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",3,0.0,267.66,4.0,,375.92,17770.52,7.359,128,0,length,187,0.1,266.73,4.0,0.0,37.4,1.0,"低遅延：AI（人工知能）の能力が向上し、より迅速で効率的なデータ処理を可能にします。これに伴い、ユーザーとシステムの間の距離が短く、レスポンスが速くなる。

プライバシーライア：AI技術の発展は、個人の情報やデータの保護をᐈ保障するためのᐈ新しい方法を提供します。これには、個人のデータのセキュリティとプライバシーアップが含まれます。

オフライン性：AI（人工知能）の能力",1783426436.2657528,2026-07-07T21:13:56.265755,,43.68899917602539,43.53799819946289,43.61349868774414,5.0,84.0,-1,7221.88671875,2753.7890625,38.13115837652795,-1
qwen2.5:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",1,50.0,266.72,4.0,,375.41,17776.03,7.356,128,0,length,215,0.1,267.12,4.0,0.0,37.4,0.5,"AI HAT+ 2の主な用途は、以下の2項目です。

1. デジタルアートᐈ
   AI HAT+ 2は、様々な素材から生成するデジカルアートを㌢
   制作します。これらの作品は、人間の手による㌢
   色彩と形が表現され、より鮮明で美しいものにしています。

2. インターネーション
   AI HAT+ 2は、さまざまなアプリやウェブサイトで使用されており、ユーザーが簡単に操作できるようにされています。これによって、AI",1783426454.0028489,2026-07-07T21:14:14.002850,,44.09400177001953,43.79100036621094,43.942501068115234,0.0,100.0,-1,7221.88671875,2761.15234375,38.23311623791177,-1
qwen2.5:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",2,0.0,267.12,4.0,,375.08,17778.25,7.355,128,0,length,215,0.0,267.17,4.0,0.0,37.4,0.5,"AI HAT+ 2の主な用途は、以下の2項目です。

1. デジタルアートᐈ
   AI HAT+ 2は、様々な素材から生成するデジカルアートを㌢
   制作します。これらの作品は、人間の手による㌢
   色彩と形が表現され、より鮮明で美しいものにしています。

2. インターネーション
   AI HAT+ 2は、さまざまなアプリやウェブサイトで使用されており、ユーザーが簡単に操作できるようにされています。これによって、AI",1783426471.7405787,2026-07-07T21:14:31.740581,,43.891998291015625,43.840999603271484,43.866498947143555,5.0,84.0,-1,7221.88671875,2760.81640625,38.22846457951442,-1
qwen2.5:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",3,0.0,267.17,4.0,,374.91,17769.33,7.359,128,0,length,215,0.0,267.41,4.0,0.0,37.5,0.5,"AI HAT+ 2の主な用途は、以下の2項目です。

1. デジタルアートᐈ
   AI HAT+ 2は、様々な素材から生成するデジカルアートを㌢
   制作します。これらの作品は、人間の手による㌢
   色彩と形が表現され、より鮮明で美しいものにしています。

2. インターネーション
   AI HAT+ 2は、さまざまなアプリやウェブサイトで使用されており、ユーザーが簡単に操作できるようにされています。これによって、AI",1783426489.48231,2026-07-07T21:14:49.482311,,43.891998291015625,43.891998291015625,43.891998291015625,7.317072868347168,84.61538696289062,-1,7221.88671875,2762.73046875,38.254968214569104,-1
qwen2.5:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",1,0.0,267.41,4.0,,380.43,3119.37,7.302,20,0,stop,26,0.2,267.55,4.0,0.0,37.5,1.0,「人物が1人、バックパックが1個検出されただした。」,1783426492.8085523,2026-07-07T21:14:52.808554,,44.19499969482422,43.94200134277344,44.06850051879883,0.0,96.0,-1,7221.88671875,2760.95703125,38.23041178535517,-1
qwen2.5:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",2,0.0,267.55,4.0,,374.64,3115.22,7.298,20,0,stop,26,0.1,267.38,4.0,0.0,37.5,1.0,「人物が1人、バックパックが1個検出されただした。」,1783426495.0255241,2026-07-07T21:14:55.025526,,44.04399871826172,43.99300003051758,44.01849937438965,4.878048419952393,84.0,-1,7221.88671875,2760.95703125,38.23041178535517,-1
qwen2.5:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",3,0.0,267.38,4.0,,375.06,3116.3,7.296,20,0,stop,26,0.2,267.41,4.0,0.0,37.5,1.0,「人物が1人、バックパックが1個検出されただした。」,1783426498.350165,2026-07-07T21:14:58.350167,,44.04399871826172,43.94200134277344,43.99300003051758,4.878048419952393,84.61538696289062,-1,7221.88671875,2761.203125,38.23381939557649,-1
qwen2.5:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",1,0.0,267.41,4.0,,385.55,17768.6,7.363,128,0,length,180,0.1,266.53,4.0,0.0,37.4,0.667,"ネットワーク接続が不安定な工場で、クラウドAIとエッジAIの㌢
1. **遅延**:
   - クラウドAIは遅延に強いご紹
2. **計算能力**:
   - エッジAIは高速で、クラウドAIよりも遙かにᐈ
3. **データ処理**:
   - エッジAIはリアルタイムで処理できる。  
   - クラウドAIは遅延を伴う。
4. **通信負荷**:
  ",1783426516.08635,2026-07-07T21:15:16.086352,,44.14500045776367,44.04399871826172,44.094499588012695,4.878048419952393,88.0,-1,7221.88671875,2761.734375,38.24117550653044,-1
qwen2.5:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",2,0.0,266.53,4.0,,374.98,17766.5,7.36,128,0,length,180,0.1,266.94,4.0,0.0,37.5,0.667,"ネットワーク接続が不安定な工場で、クラウドAIとエッジAIの㌢
1. **遅延**:
   - クラウドAIは遅延に強いご紹
2. **計算能力**:
   - エッジAIは高速で、クラウドAIよりも遙かにᐈ
3. **データ処理**:
   - エッジAIはリアルタイムで処理できる。  
   - クラウドAIは遅延を伴う。
4. **通信負荷**:
  ",1783426533.821593,2026-07-07T21:15:33.821595,,44.09400177001953,44.09400177001953,44.09400177001953,2.5,84.0,-1,7221.88671875,2761.58203125,38.2390660335363,-1
qwen2.5:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",3,0.0,266.94,4.0,,375.72,17768.22,7.359,128,0,length,180,0.1,266.92,4.0,0.0,37.4,0.667,"ネットワーク接続が不安定な工場で、クラウドAIとエッジAIの㌢
1. **遅延**:
   - クラウドAIは遅延に強いご紹
2. **計算能力**:
   - エッジAIは高速で、クラウドAIよりも遙かにᐈ
3. **データ処理**:
   - エッジAIはリアルタイムで処理できる。  
   - クラウドAIは遅延を伴う。
4. **通信負荷**:
  ",1783426551.5576165,2026-07-07T21:15:51.557618,,44.09400177001953,44.09400177001953,44.09400177001953,0.0,100.0,-1,7221.88671875,2762.77734375,38.25561728318269,-1
qwen2.5:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",1,0.0,266.92,4.0,,375.18,17781.57,7.354,128,0,length,176,0.1,266.41,4.0,0.0,37.4,0.333,"AI（人工知能）がᐈ監視カメラの説明文を生成するためのᐈ過剰な推測を避けるために、以下にいくつかの理由を挙げます：

1. **倫理的・法的問題**: 一部の監視カメラは個人のプライバシーや権利を侵害する可能性が指摘され、そのようなカメラの使用をAIでᐈ推測し続けると、㌢倫理的・法的ご紹問が生じる可能性が懸念できる。

2. **公正性と信頼性**:",1783426569.2926648,2026-07-07T21:16:09.292667,,44.19499969482422,44.09400177001953,44.144500732421875,5.0,84.61538696289062,-1,7221.88671875,2763.26171875,38.26232432552305,-1
qwen2.5:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",2,0.0,266.41,4.0,,375.26,17771.38,7.358,128,0,length,176,0.1,265.84,4.0,0.0,37.3,0.333,"AI（人工知能）がᐈ監視カメラの説明文を生成するためのᐈ過剰な推測を避けるために、以下にいくつかの理由を挙げます：

1. **倫理的・法的問題**: 一部の監視カメラは個人のプライバシーや権利を侵害する可能性が指摘され、そのようなカメラの使用をAIでᐈ推測し続けると、㌢倫理的・法的ご紹問が生じる可能性が懸念できる。

2. **公正性と信頼性**:",1783426587.0272508,2026-07-07T21:16:27.027253,,44.24599838256836,44.14500045776367,44.195499420166016,7.317072868347168,84.0,-1,7221.88671875,2763.24609375,38.26210796931853,-1
qwen2.5:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",3,0.0,265.84,4.0,,374.93,17772.24,7.357,128,0,length,176,0.1,266.06,4.0,0.0,37.4,0.333,"AI（人工知能）がᐈ監視カメラの説明文を生成するためのᐈ過剰な推測を避けるために、以下にいくつかの理由を挙げます：

1. **倫理的・法的問題**: 一部の監視カメラは個人のプライバシーや権利を侵害する可能性が指摘され、そのようなカメラの使用をAIでᐈ推測し続けると、㌢倫理的・法的ご紹問が生じる可能性が懸念できる。

2. **公正性と信頼性**:",1783426604.763547,2026-07-07T21:16:44.763549,,44.24599838256836,44.19499969482422,44.22049903869629,2.5,96.0,-1,7221.88671875,2763.24609375,38.26210796931853,-1
qwen2.5:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",1,0.0,266.06,4.0,,374.76,4763.7,7.291,32,0,stop,41,0.0,265.98,4.0,0.0,37.4,0.333,「彼女は㌢1人、その背中には1枚の袴がズレています。彼女は椅子に座っていました。」,1783426610.3044658,2026-07-07T21:16:50.304468,,44.19499969482422,44.14500045776367,44.170000076293945,5.0,84.0,-1,7221.88671875,2763.24609375,38.26210796931853,-1
qwen2.5:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",2,0.0,265.98,4.0,,375.88,4765.3,7.29,32,0,stop,41,0.1,265.83,4.0,0.0,37.3,0.333,「彼女は㌢1人、その背中には1枚の袴がズレています。彼女は椅子に座っていました。」,1783426614.7382793,2026-07-07T21:16:54.738281,,44.09400177001953,44.19499969482422,44.144500732421875,5.0,84.0,-1,7221.88671875,2763.24609375,38.26210796931853,-1
qwen2.5:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",3,0.0,265.83,4.0,,374.48,4760.85,7.295,32,0,stop,41,0.1,265.64,4.0,0.0,37.3,0.333,「彼女は㌢1人、その背中には1枚の袴がズレています。彼女は椅子に座っていました。」,1783426619.1731577,2026-07-07T21:16:59.173159,,44.39799880981445,44.24599838256836,44.321998596191406,0.0,100.0,-1,7221.88671875,2763.4921875,38.265515579539844,-1
qwen2.5:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",1,0.0,265.64,4.0,,376.53,3666.1,7.296,24,0,stop,34,0.1,267.45,4.0,0.0,37.5,1.0,「人物が1人、バックパックが1個、椅子が1脚検出されませんでした。」,1783426623.6070902,2026-07-07T21:17:03.607092,,44.24599838256836,44.19499969482422,44.22049903869629,5.0,84.0,-1,7221.88671875,2763.4921875,38.265515579539844,-1
qwen2.5:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",2,0.0,267.45,4.0,,375.45,3661.22,7.304,24,0,stop,34,0.2,267.23,4.0,0.0,37.5,1.0,「人物が1人、バックパックが1個、椅子が1脚検出されませんでした。」,1783426626.933011,2026-07-07T21:17:06.933013,,44.34700012207031,44.24599838256836,44.296499252319336,0.0,100.0,-1,7221.88671875,2763.4921875,38.265515579539844,-1
qwen2.5:1.5b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",3,0.0,267.23,4.0,,375.76,3665.29,7.296,24,0,stop,34,0.1,266.95,4.0,0.0,37.4,1.0,「人物が1人、バックパックが1個、椅子が1脚検出されませんでした。」,1783426630.2587903,2026-07-07T21:17:10.258791,,44.14500045776367,44.297000885009766,44.22100067138672,7.142857551574707,84.0,-1,7221.88671875,2763.4921875,38.265515579539844,-1
qwen2.5:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",1,0.0,266.95,4.0,,736.41,4162.81,7.296,25,0,stop,31,0.1,266.73,4.0,0.0,37.4,0.0,「部屋の確認担当者へ」からᐈ「1人分の物置が見つられました。」,1783426634.6926186,2026-07-07T21:17:14.692620,,44.24599838256836,44.24599838256836,44.24599838256836,5.0,84.0,-1,7221.88671875,2763.484375,38.26540740143758,-1
qwen2.5:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",2,0.0,266.73,4.0,,735.84,4159.99,7.301,25,0,stop,31,0.2,266.7,4.0,0.0,37.4,0.0,「部屋の確認担当者へ」からᐈ「1人分の物置が見つられました。」,1783426639.1257298,2026-07-07T21:17:19.125731,,44.24599838256836,44.24599838256836,44.24599838256836,5.0,84.0,-1,7221.88671875,2763.484375,38.26540740143758,-1
qwen2.5:1.5b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",3,0.0,266.7,4.0,,735.56,4215.76,7.183,25,0,stop,31,0.1,266.53,4.0,0.0,37.4,0.0,「部屋の確認担当者へ」からᐈ「1人分の物置が見つられました。」,1783426643.5602388,2026-07-07T21:17:23.560240,,44.297000885009766,44.297000885009766,44.297000885009766,0.0,44.0,-1,7221.88671875,2763.4765625,38.26529922333531,-1
qwen2:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",1,3.5,280.61,6.0,,325.42,15703.78,8.323,128,0,length,203,0.2,270.34,6.0,0.0,37.6,1.0,"エッジAIは、リアルタイムでデータを処理し、リアルタイムで結果を提供する技術です。これにより、一般的に「低遅延」、「プライバシー」「オフライン」という点では優れています。

1. 低遅延: エッジAIは、リアルタイムでデータを処理し、その結果をすぐに提供します。これにより、リアルタイムのサービスが提供され、ユーザーのニーズに対応できます。

2. プライバシー: エッジAIは、データをリアルタイムで処理",1783426680.9557292,2026-07-07T21:18:00.955731,,43.334999084472656,43.28499984741211,43.30999946594238,5.0,84.0,-1,7221.88671875,2046.76171875,28.34109421068659,-1
qwen2:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",2,0.0,270.34,6.0,,324.89,15704.73,8.323,128,0,length,203,0.1,271.12,6.0,0.0,37.7,1.0,"エッジAIは、リアルタイムでデータを処理し、リアルタイムで結果を提供する技術です。これにより、一般的に「低遅延」、「プライバシー」「オフライン」という点では優れています。

1. 低遅延: エッジAIは、リアルタイムでデータを処理し、その結果をすぐに提供します。これにより、リアルタイムのサービスが提供され、ユーザーのニーズに対応できます。

2. プライバシー: エッジAIは、データをリアルタイムで処理",1783426696.4765294,2026-07-07T21:18:16.476531,,43.638999938964844,43.48699951171875,43.5629997253418,0.0,96.0,-1,7221.88671875,2047.74609375,28.354724651571857,-1
qwen2:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",3,100.0,271.12,6.0,,324.66,15706.44,8.322,128,0,length,203,0.0,270.56,6.0,0.0,37.7,1.0,"エッジAIは、リアルタイムでデータを処理し、リアルタイムで結果を提供する技術です。これにより、一般的に「低遅延」、「プライバシー」「オフライン」という点では優れています。

1. 低遅延: エッジAIは、リアルタイムでデータを処理し、その結果をすぐに提供します。これにより、リアルタイムのサービスが提供され、ユーザーのニーズに対応できます。

2. プライバシー: エッジAIは、データをリアルタイムで処理",1783426711.995634,2026-07-07T21:18:31.995637,,43.5880012512207,43.53799819946289,43.5629997253418,2.5641026496887207,88.0,-1,7221.88671875,2046.72265625,28.34055332017527,-1
qwen2:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",1,0.0,270.56,6.0,,324.57,1659.24,8.242,11,0,stop,17,0.2,270.97,6.0,0.0,37.7,0.0,AI HAT: 自動化、タスク管理,1783426714.213094,2026-07-07T21:18:34.213097,,43.79100036621094,43.638999938964844,43.71500015258789,2.4390242099761963,96.0,-1,7221.88671875,2046.72265625,28.34055332017527,-1
qwen2:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",2,0.0,270.97,6.0,,323.65,1658.83,8.239,11,0,stop,17,0.2,270.88,6.0,0.0,37.7,0.0,AI HAT: 自動化、タスク管理,1783426715.321523,2026-07-07T21:18:35.321525,,43.7400016784668,43.638999938964844,43.68950080871582,5.0,88.46153259277344,-1,7221.88671875,2046.70703125,28.340336963970742,-1
qwen2:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",3,0.0,270.88,6.0,,324.17,1658.63,8.243,11,0,stop,17,0.0,270.67,6.0,0.0,37.7,0.0,AI HAT: 自動化、タスク管理,1783426717.538896,2026-07-07T21:18:37.538898,,43.891998291015625,43.7400016784668,43.81599998474121,0.0,100.0,-1,7221.88671875,2046.70703125,28.340336963970742,-1
qwen2:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",1,0.0,270.67,6.0,,323.61,2264.73,8.243,16,0,stop,20,0.1,270.41,6.0,0.0,37.7,0.5,「バックパックが1人を追う」の状況です。,1783426719.7553744,2026-07-07T21:18:39.755376,,43.68899917602539,43.53799819946289,43.61349868774414,5.0,88.0,-1,7221.88671875,2046.70703125,28.340336963970742,-1
qwen2:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",2,0.0,270.41,6.0,,323.49,2263.88,8.246,16,0,stop,20,0.2,270.36,6.0,0.0,37.6,0.5,「バックパックが1人を追う」の状況です。,1783426721.9721649,2026-07-07T21:18:41.972167,,43.7400016784668,43.638999938964844,43.68950080871582,2.5641026496887207,88.0,-1,7221.88671875,2046.70703125,28.340336963970742,-1
qwen2:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",3,50.0,270.36,6.0,,324.31,2262.56,8.255,16,0,stop,20,0.0,270.0,6.0,0.0,37.6,0.5,「バックパックが1人を追う」の状況です。,1783426724.1895483,2026-07-07T21:18:44.189551,,43.638999938964844,43.5880012512207,43.61350059509277,0.0,88.0,-1,7221.88671875,2046.70703125,28.340336963970742,-1
qwen2:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",1,0.0,270.0,6.0,,324.18,15695.53,8.327,128,0,length,208,0.1,269.64,6.0,0.0,37.6,0.333,"ネットワーク接続が不安定な工場では、一般的に、インターネットやLANの接続が不十分であることが主因となります。この状況下で、エッジAIはクラウドAIよりも優れている理由は以下の通りです。

1. クラウドAIは、大量のデータを扱うための高速な処理能力と高精度な認識能力を提供しますが、その対策として、大量のデータを扱うために必要なハードウェアやソフトウェアの投資が必要になります。これにより、コスト面からもエッジAI",1783426739.711071,2026-07-07T21:18:59.711073,,43.891998291015625,43.79100036621094,43.84149932861328,7.317072868347168,88.0,-1,7221.88671875,2053.40234375,28.433045597610995,-1
